student_id,student_name,father_name,gender,age,class,python_marks,java_marks,ruby_marks,cpp_marks,sql_marks,city,admission_date
1032,gabriel wright,unknown,F,200,bs-cs,eighty,90 ,absent,NULL,148,,
,,Robert Morgan123,M,-5,BS-CS,,,absent,,?,ERICBURGH,13/01/2022
ID_1033,,Kelly Friedman,M,200,,,,,70,75,PORT DEREK,not_a_date
1035,,Rebecca Dickerson123,,19,BSCS,N/A,,absent,NULL,21,WILLIAMSFURT,2015-12-01
,,Brandon Hansen,unknown,200,12th,N/A,90 ,absent,NULL,?,JACKSONBURY,not_a_date
,Dustin Curtis,,,29,,eighty,,,NULL,,,2012-08-06
1038,REGINA HURLEY,Abigail Moore123,unknown,18,10th,,90 ,18,78,?,123City,
1039,brandon johnston,Stephanie Rodriguez123,Female,-5,,N/A,,105,97,,123City,13/08/2024
1040,  Curtis Yu  ,Richard Camacho,M,-5,11th,N/A,,absent,,106,NEW KURT,2024.03.13
1041,daniel barton,unknown,F,twenty,bs-cs,eighty,,,77,71,,2022.08.11
1042,Dr. Samantha Brown DDS,Olivia Hayes,,200,11th,,18,,16,?,LAKE ASHLEY,"May 28, 2023"
ID_1042,Jason Rhodes,John Anderson,M,25,11th,79,,61,NULL,58,,"November 21, 2022"
1044,heather newman,,Female,twenty,,eighty,,110,51,?,,29/02/2024
1045,patrick yoder,unknown,Female,,bs-cs,,-3,absent,NULL,70,WEST KATHYVIEW,not_a_date
1046,,Kelly Briggs,unknown,200,11th,eighty,,,,,Meyerview,11/07/2023
,Danielle Escobar,unknown,F,twenty,BS-CS,-9,90 ,absent,NULL,?,Jerryside,26/06/2025
,linda smith,Lindsay Murphy123,,,10th,106,88,-21,50,?,,
,  Ann Murphy  ,unknown,,twenty,10th,,,absent,36,?,,
1050,TRAVIS ROBINSON,Kathryn Underwood123,Male,twenty,bs-cs,,120,absent,,128,SOUTH NICOLE,"November 19, 2022"
1051,anthony johnson,,M,-5,11th,N/A,90 ,,NULL,,,2024.08.17
,ASHLEY POPE,unknown,unknown,-5,10th,82,,absent,,,PORT TARA,"August 24, 2021"
ID_1052,,Angel Decker123,M,-5,bs-cs,64,,87,,76,East Andrewburgh,
1054,christopher morton,unknown,M,twenty,12th,33,,,NULL,42,East Johnside,"December 06, 2022"
ID_1054,,Nicole Alvarado,F,-5,BSCS,N/A,-7,92,NULL,,EAST BRIAN,"February 26, 2025"
1056,,unknown,M,,bs-cs,eighty,90 ,53,NULL,108,,"July 26, 2022"
,  Patricia Schneider  ,unknown,,twenty,,eighty,87,,,?,,not_a_date
ID_1057,  Jerry Lewis  ,Stephanie Berry,F,twenty,11th,61,90 ,,,,,03/11/2025
,,,Female,twenty,11th,eighty,,absent,58,31,123City,05/07/2023
,sandra young,,Male,,,,,-13,87,125,North Sherry,not_a_date
1061,,Jamie Lee,Male,200,,eighty,90 ,,NULL,?,NORTH MARIA,2024.10.23
,Kelsey Randolph,unknown,Female,twenty,BSCS,-5,,absent,,48,Torresmouth,"January 15, 2023"
1063,,unknown,F,twenty,bs-cs,55,90 ,47,,28,,"July 08, 2025"
,,Dr. Julian Hall,Male,16,BS-CS,N/A,,,NULL,77,Christinaport,2021.10.06
1065,  Mark Hall  ,Michelle Gonzalez,,,BSCS,eighty,43,,,141,,31/10/2024
1066,Edward Nelson,Donna Jones,Female,,,5,90 ,,,,SCOTTBERG,
1067,Lee Thomas MD,Jason Hansen,,200,11th,eighty,,absent,,,LAKE REBECCA,"July 08, 2024"
,,,Male,,,eighty,,,,-31,,2026.01.29
1069,timothy delgado,unknown,M,19,11th,,,,75,?,,not_a_date
1070,,unknown,Male,200,BSCS,-4,90 ,absent,NULL,?,NEW ELIZABETH,2024.09.03
,Tammy Carter,Allison Dennis123,M,-5,10th,103,,,NULL,102,MEDINALAND,30/06/2022
1072,  Stephen Murphy  ,unknown,F,200,bs-cs,N/A,34,absent,NULL,-45,Fischerview,"January 26, 2025"
,KATHRYN WALKER,unknown,unknown,,10th,N/A,27,84,NULL,,Matthewtown,04/03/2022
,  Ashley Bowen  ,Abigail Stephens123,Female,twenty,10th,98,90 ,,NULL,75,,not_a_date
ID_1074,,Jennifer Wilson,Female,-5,,,,-26,NULL,?,123City,2021.09.27
1076,  David Bates  ,unknown,unknown,,10th,,90 ,73,33,,MCKINNEYTOWN,
,KIMBERLY FLOYD,unknown,,200,bs-cs,,90 ,106,NULL,,,06/06/2023
ID_1077,Logan Johnston,Jorge Garza,M,200,bs-cs,eighty,,63,NULL,,123City,"July 03, 2023"
ID_1078,  David Shah  ,Scott Woodard,Female,200,bs-cs,N/A,,,,?,Lake Levi,27/06/2023
1080,,David Davis123,unknown,19,bs-cs,,,-25,,?,123City,21/05/2021
1081,Larry King,,M,200,11th,eighty,90 ,72,,,,
ID_1081,,,,200,12th,N/A,130,absent,57,,SOUTH RACHELBURY,not_a_date
,,,Female,-5,12th,116,,22,,147,123City,2006-06-09
1084,janet roberts,Ronald Monroe,M,-5,12th,,,,,,123City,not_a_date
ID_1084,  Mikayla Powell  ,unknown,unknown,-5,bs-cs,11,77,absent,,?,BARBERBERG,2024.10.13
1086,,Jennifer House123,Male,200,bs-cs,,,,37,,123City,not_a_date
1087,Mary Kennedy,unknown,M,23,,N/A,-4,absent,,,,2025.11.23
1088,JOHN LOPEZ,Christine Curtis,,200,12th,eighty,90 ,,NULL,,GRIFFITHCHESTER,2022.03.23
1089,SUMMER GRAVES,unknown,unknown,20,BS-CS,,81,absent,93,,123City,not_a_date
1090,,Jeffrey Jackson,,-5,BSCS,,,,,3,123City,
1091,,,,200,11th,,,,84,?,,not_a_date
,  Patrick Butler  ,unknown,unknown,,10th,eighty,,,NULL,,Gonzalezville,2025.07.08
,,Christina Wilkinson,,twenty,11th,eighty,90 ,,6,140,Taylorton,not_a_date
1094,monica hernandez,Aaron Case123,unknown,-5,11th,2,,absent,3,?,,not_a_date
ID_1094,,,Female,200,10th,eighty,71,absent,NULL,,,not_a_date
1096,,unknown,,twenty,,,,,NULL,-26,Port John,not_a_date
ID_1096,Mrs. Melinda Miller DVM,Michael Malone,M,200,BSCS,N/A,90 ,-30,16,137,,2012-07-04
ID_1097,Sandra Collins,Curtis Jackson123,M,19,BS-CS,N/A,90 ,absent,NULL,59,NORTH KATELYNBOROUGH,2023.04.01
,Helen Cummings MD,Stephen Morris,Female,twenty,,-3,,,,?,123City,2024.04.30
1100,james serrano,,Female,-5,BSCS,71,,absent,NULL,?,Solisburgh,not_a_date
ID_1100,,Jill Lewis MD,,30,,eighty,98,,,126,123City,1972-04-04
,,Christian Ramirez123,Male,200,BS-CS,N/A,90 ,,13,?,,"February 20, 2022"
1103,DONALD JONES,Eric Peters123,unknown,twenty,,,,,19,-24,123City,
1104,,,Female,-5,,5,90 ,absent,,-21,Clarkberg,"April 19, 2021"
1105,,Kenneth Davis,,-5,,eighty,90 ,absent,,?,,2007-01-31
,tammy thomas,,Male,,bs-cs,N/A,,,NULL,?,Greenstad,1970-06-20
,,,M,-5,BSCS,eighty,,absent,46,,PATRICIAHAVEN,2002-10-11
ID_1107,Brittney Walker,unknown,unknown,30,11th,,90 ,absent,NULL,,,11/12/2021
1109,,Lisa Navarro123,unknown,200,BS-CS,eighty,,absent,NULL,?,Danielleshire,not_a_date
1110,  Steven Becker  ,unknown,M,200,bs-cs,71,,absent,NULL,,JOSEPHSTAD,21/03/2022
1111,MRS. LAURIE FREEMAN DVM,,F,twenty,10th,N/A,,48,NULL,,SOUTH GARY,27/11/2025
1112,,unknown,Male,-5,bs-cs,N/A,50,absent,NULL,,EAST RENEE,
ID_1112,HEATHER MARTINEZ,,,200,10th,eighty,-7,-23,94,,123City,not_a_date
1114,,unknown,Female,200,bs-cs,,86,absent,,?,,2023-05-07
1115,,Daniel Cross,M,23,bs-cs,,,absent,,?,South Maryshire,
,,,Female,twenty,,-3,,absent,96,,JOHNSONTON,
1117,  Tracy Gonzalez  ,Jessica Herrera,F,,,96,,99,,91,,2022.01.18
ID_1117,  Daniel Bass  ,Jason Jones,unknown,200,,eighty,,,NULL,?,123City,"April 21, 2025"
1119,,unknown,F,twenty,,N/A,90 ,absent,,,123City,"September 08, 2024"
1120,Alexis Mayer,Christopher Parker,unknown,,BS-CS,87,90 ,absent,34,,,
,,Calvin Kramer,Male,200,BSCS,N/A,,0,NULL,?,SCOTTCHESTER,2022.02.11
1122,Kimberly Bell,Ryan Brock123,,-5,11th,eighty,90 ,absent,,146,,"June 20, 2024"
1123,christy nielsen,unknown,Male,twenty,BSCS,37,,,48,,123City,2021.11.21
,Janet Patton,unknown,,twenty,10th,N/A,90 ,91,NULL,?,East Brianport,
1125,carla taylor,Paula Li,M,-5,12th,N/A,,89,NULL,58,,"November 03, 2024"
ID_1125,,Jennifer Johnson,M,200,BSCS,N/A,4,,NULL,106,,2022.04.23
1127,,Alice Diaz123,M,200,12th,,,-2,,6,,
1128,CHRISTINA MULLINS,,Male,200,10th,N/A,60,,,150,,16/02/2024
1129,,,unknown,200,bs-cs,,8,,,,123City,27/07/2021
,ZACHARY RIOS,Cynthia Hicks,Male,twenty,11th,eighty,48,,NULL,,West Bryantown,
ID_1130,,Kevin Cruz123,Female,-5,bs-cs,N/A,,absent,,?,South Christine,
1132,JAY ADKINS,Courtney Walker,,16,BS-CS,43,90 ,72,,?,,
ID_1132,DAVID LEWIS,John Brock123,unknown,twenty,10th,111,28,-14,NULL,-20,,28/10/2025
ID_1133,,Crystal Larsen123,,,BSCS,eighty,,absent,,,Morenoview,not_a_date
1135,  Joel Carlson  ,unknown,F,30,,,,,NULL,62,North Arthurport,not_a_date
ID_1135,,unknown,Male,18,11th,4,,,80,11,,
ID_1136,,Courtney Becker,,-5,10th,0,,-6,82,,,2025.02.05
,,Suzanne George,unknown,,11th,118,,absent,83,,,1983-03-12
1139,Jared Alexander,unknown,,twenty,11th,120,,24,33,22,,1998-07-14
1140,  Louis Carroll  ,James Lewis123,M,,,eighty,,49,42,?,Sanfordberg,not_a_date
ID_1140,,Joann Castro,M,200,bs-cs,,,,65,17,,1971-08-21
,Lisa Branch,Brent Ross123,Female,-5,,eighty,90 ,,NULL,,MEYERSHAVEN,not_a_date
,,Riley Walker,unknown,15,BS-CS,N/A,74,,,,Vincenthaven,
ID_1143,Heather Miller,Carlos Cross,M,,bs-cs,eighty,,6,,68,,1980-09-21
1145,anna henderson,,M,28,10th,,65,absent,,,123City,"June 07, 2023"
1146,  Christopher Salazar  ,Mrs. Jessica Caldwell,,-5,,N/A,75,,37,12,,
ID_1146,ROBERT HEATH,Todd Rivera,M,twenty,bs-cs,eighty,90 ,49,,100,123City,not_a_date
1148,ANDREW MILLER,,F,,12th,,90 ,,,,NEW NICOLE,
,john smith,unknown,F,,12th,N/A,,absent,100,?,PORT CASSIDY,"September 01, 2021"
,bradley fields,unknown,F,200,bs-cs,,,,31,101,MICHELLEFURT,04/07/2023
1151,William Wheeler,,,20,,54,,102,47,,123City,not_a_date
,  Elizabeth Carpenter  ,Christopher Wang,,twenty,,eighty,,102,NULL,?,PHILLIPSTOWN,2022.07.31
1153,matthew gay,Cody Phillips,,,bs-cs,,,-4,,?,EAST JAMES,22/03/2024
,veronica dalton,unknown,,twenty,BS-CS,,,,NULL,,NICOLEPORT,
1155,,,,24,,,33,absent,NULL,?,123City,not_a_date
1156,KIMBERLY CHURCH,,Male,200,12th,N/A,,,81,,,1999-02-13
1157,deborah davis,,,twenty,12th,N/A,90 ,absent,,?,,
,tiffany sandoval,Marissa Chan,Female,,11th,,60,absent,NULL,?,,"January 24, 2026"
1159,jason taylor,unknown,Female,-5,,N/A,,,NULL,?,,"October 15, 2021"
ID_1159,  Shawn Brady  ,Robert Roberts123,,-5,BS-CS,N/A,90 ,absent,60,?,,
1161,  Marvin Carson  ,Patrick Solomon123,,200,10th,N/A,90 ,,71,?,123City,
ID_1161,,Justin Graves,Male,200,,,,absent,,149,,
1163,  Dave Martinez  ,,Female,twenty,10th,N/A,90 ,,,143,New Nathan,"April 27, 2021"
1164,,Anthony Lee,,-5,10th,N/A,,4,86,,Morganshire,2022.01.30
,,unknown,,,12th,eighty,,absent,81,,,not_a_date
ID_1165,,,Male,28,10th,,37,53,93,?,,21/02/2025
ID_1166,,Tina Meza,F,-5,11th,eighty,90 ,15,NULL,106,,2022.03.01
1168,  Yolanda Miller  ,,Male,twenty,,eighty,100,,98,,SOUTH MIRANDA,2023.11.13
ID_1168,,Kevin Savage,Male,,10th,,,,,,123City,not_a_date
1170,Robert Morris,Laura Fleming,M,17,,eighty,90 ,absent,NULL,63,,
1171,Charles Peterson,,F,twenty,,N/A,104,absent,,?,123City,not_a_date
ID_1171,MADISON COOK,unknown,Male,200,BSCS,-20,90 ,absent,,63,123City,not_a_date
1173,danielle francis,Lindsay Rojas,,23,12th,N/A,,22,50,,,1975-02-14
1174,CHRISTINE FULLER,Mr. Kevin Singh,,15,12th,54,90 ,absent,48,,,11/08/2024
1175,COLIN WELCH,Karen Taylor123,Male,twenty,,N/A,,absent,68,61,,2026.01.24
1176,,,,,10th,N/A,,absent,NULL,?,JOANNABURGH,"July 20, 2024"
1177,,unknown,F,twenty,12th,eighty,83,absent,,?,Atkinsfurt,"August 06, 2022"
1178,  Samantha Ramirez  ,Connie Patterson,unknown,,BSCS,,,absent,NULL,?,SOUTH KEITH,not_a_date
1179,  Alyssa Heath  ,Linda Russell,Female,23,,eighty,,absent,14,31,,1976-02-26
,  Mark Stanley  ,Daniel Murphy,Male,200,,eighty,,-14,100,?,MOLINASHIRE,28/11/2021
ID_1180,sara koch,William Clark,Female,twenty,10th,62,,absent,,?,,2021.12.28
1182,,unknown,Male,-5,12th,N/A,,45,NULL,?,Andreatown,not_a_date
ID_1182,RYAN BUTLER,Kenneth Parrish123,,18,12th,N/A,90 ,absent,,128,,
1184,Latasha Rogers,Margaret Rocha,,20,BSCS,eighty,90 ,absent,NULL,,RODRIGUEZBURGH,1982-04-14
,samantha jordan,Gregory Ray123,,twenty,BS-CS,87,90 ,17,NULL,?,123City,2014-03-08
1186,  Brian Kim  ,Dustin Craig,Male,200,,69,63,,,3,Amyberg,1972-04-07
1187,sarah brown,unknown,Male,,,eighty,,absent,,,123City,"May 10, 2024"
1188,DENISE ALLEN,,Female,-5,10th,,,absent,12,123,123City,2021.05.13
,Linda Young,,unknown,200,12th,,,absent,84,14,123City,
,  Michael Davenport  ,unknown,M,15,10th,,,absent,NULL,?,123City,
1191,  James Lewis  ,,Female,,BS-CS,,90 ,,NULL,111,HIGGINSPORT,
1192,sandra martinez,Jennifer Mann123,,,,N/A,90 ,absent,40,,,not_a_date
,,Cynthia Johnson,M,200,BS-CS,-13,17,,3,?,WEST EUGENE,not_a_date
1194,,Nathan Washington,,,,,90 ,absent,91,?,123City,"January 06, 2023"
,,unknown,,29,BSCS,,,-26,25,?,NORTH SARAH,25/04/2023
1196,michele stout,unknown,unknown,200,,eighty,,absent,NULL,,Shaunville,2006-03-16
1197,,unknown,unknown,,10th,,,absent,NULL,?,Tinabury,
,,unknown,,200,11th,eighty,,86,0,?,,
1199,charlotte sexton,Tracy Chapman,Female,,12th,-1,,,40,?,,"March 12, 2024"
1200,sean wright,Dr. Bryan Moss,unknown,,10th,39,,-18,NULL,,,"July 08, 2022"
,JENNIFER MORAN,Jorge Wilson,,200,BSCS,N/A,,absent,39,,Alanberg,01/06/2021
1202,antonio morris,,unknown,-5,,,90 ,108,,?,,not_a_date
,EMILY CRAWFORD,Tammy Wilkerson,Female,-5,10th,eighty,,69,NULL,,BRENDANCHESTER,not_a_date
ID_1203,carmen payne,,Female,21,10th,,90 ,,NULL,?,New Timothyberg,2021.06.04
1205,Dr. Richard Shea,Aimee Hernandez,,twenty,BSCS,N/A,35,absent,80,?,,not_a_date
ID_1205,laura harrington,Mary Hale123,Male,30,10th,N/A,,105,38,,WAGNERSTAD,
1207,Brian Cooper,Kyle Castillo,unknown,,BS-CS,eighty,90 ,absent,,?,Zacharyton,"June 12, 2022"
1208,,unknown,,twenty,,,,absent,NULL,-28,,2023.08.31
ID_1208,Mario Skinner,,Male,,10th,56,,absent,,?,,2015-12-29
,,,,,bs-cs,,90 ,,NULL,-24,,"October 31, 2022"
1211,  James Smith  ,Krystal Gallagher,F,200,bs-cs,eighty,,absent,NULL,?,,2023.04.16
ID_1211,jennifer leblanc dvm,Patricia Walton,M,-5,bs-cs,,90 ,62,NULL,,REIDBURGH,2022.08.02
ID_1212,evan kent,Melissa West123,,twenty,11th,9,90 ,,,,123City,not_a_date
1214,  Joanne Butler  ,Robert Martinez,Male,,,,,absent,,,CHRISTOPHERMOUTH,2023.03.13
1215,,unknown,F,twenty,,eighty,37,absent,NULL,143,ARMSTRONGTON,"July 29, 2025"
ID_1215,Angel Mcgrath,unknown,unknown,-5,,108,,absent,NULL,?,EAST CANDACESHIRE,
,james harris,Ashley Dunn123,,,BS-CS,N/A,90 ,absent,NULL,?,NORTH JOSEPHSHIRE,not_a_date
ID_1217,laura warner,,F,,BS-CS,,,87,46,,123City,"July 16, 2023"
ID_1218,  Deanna Crane  ,Michael Wolfe,,,BS-CS,N/A,,43,42,?,,"January 10, 2022"
,,Kenneth Martin123,,-5,,eighty,121,82,45,,East Jessicaburgh,not_a_date
1221,,unknown,F,25,11th,29,,74,10,,Lopezbury,12/06/2025
1222,christina dunn,Kelsey Fowler,M,,bs-cs,,,absent,NULL,,,
1223,michelle smith,Brian Parks123,F,200,BSCS,,90 ,,NULL,94,,
1224,stephen robertson,unknown,M,twenty,,76,,89,,,123City,not_a_date
1225,jennifer wilson,Mark Sanders123,M,19,11th,eighty,,,,?,DEREKBURY,1996-05-09
,  Kevin Mitchell  ,Dennis Taylor,M,twenty,,N/A,90 ,,,?,,1986-11-18
1227,Alyssa Owens,Heather Bauer123,unknown,-5,,,22,absent,51,,123City,2024.10.23
ID_1227,joshua lewis,Jessica Roach123,M,,bs-cs,N/A,,,NULL,?,123City,
ID_1228,KATIE ROBERTS,Shannon Perez,unknown,,,86,,36,,18,,2006-06-12
ID_1229,,unknown,Male,twenty,12th,N/A,90 ,,,,EAST CARLA,
1231,JOHN HALL,Melissa Brown,Male,29,BS-CS,eighty,32,,NULL,?,,
1232,KEITH MILLER,Michelle Bell,F,-5,12th,,,absent,19,?,Bishopside,not_a_date
,Adrian Mejia,unknown,Female,twenty,,N/A,,,15,?,Danielshire,24/03/2023
1234,eric nunez,Martin Manning,Male,,BSCS,eighty,70,,10,28,,not_a_date
1235,,Catherine Barrett,Male,200,,,,,46,,Lopezville,2024.09.09
1236,  Kimberly Douglas  ,unknown,M,21,11th,eighty,102,absent,,?,,1992-10-21
1237,,unknown,,200,bs-cs,N/A,,absent,NULL,?,Jessicaton,2025.02.04
1238,,unknown,M,twenty,10th,eighty,,33,NULL,82,,28/06/2022
ID_1238,,Gabriella Ray,Male,twenty,12th,,,,50,?,,28/05/2021
1240,daniel cobb,,unknown,twenty,bs-cs,,54,2,,73,123City,"July 20, 2021"
1241,shane holmes,Donna Hodge,,-5,11th,eighty,90 ,absent,NULL,-48,Jeffreybury,2024.05.04
1242,ANITA DOMINGUEZ,unknown,F,21,10th,53,-2,-4,NULL,?,123City,26/08/2025
1243,denise wang,unknown,F,-5,10th,,90 ,absent,,-40,Wilsonfort,2020-09-08
1244,Gina Hart,Catherine Mosley,,-5,BSCS,41,90 ,absent,NULL,?,,10/08/2024
,,Laura Powell,F,27,11th,eighty,,,29,96,,02/02/2024
1246,Mallory Cannon,Michael Soto,Female,200,11th,,36,absent,,,Lake Josephborough,"August 10, 2021"
1247,,Joan Rivera,unknown,200,12th,eighty,117,absent,,,Jacobville,"December 09, 2021"
ID_1247,  Elizabeth Wise  ,Julie Washington,,18,,N/A,,absent,73,42,VERONICABERG,1971-12-18
1249,SAMANTHA WRIGHT,Dustin Pena,Female,19,BSCS,N/A,,absent,59,?,,2021.12.05
,,unknown,M,twenty,12th,eighty,,,,-3,Jackville,2022.02.25
1251,  Barry Weiss  ,unknown,unknown,20,11th,N/A,,absent,NULL,?,,22/06/2024
,Paul Mooney,Roger Sherman123,Female,200,BSCS,N/A,,,96,,123City,
,kristin lopez,Cheryl Wheeler,,,BS-CS,eighty,90 ,55,95,?,NORTH PATRICKBURY,1977-08-24
1254,,Brenda Rivera123,Female,200,12th,N/A,,,,,,"June 12, 2025"
1255,,Janet Stanley,Male,-5,10th,eighty,,,50,?,123City,not_a_date
1256,Jaclyn Carr,Eric Jones,Male,,BSCS,38,,,NULL,108,123City,"October 17, 2022"
,,,Male,,,eighty,64,65,NULL,-50,CATHERINESHIRE,1992-10-11
1258,,,unknown,27,11th,N/A,,14,NULL,,,09/09/2021
,CLAIRE EATON,Margaret Lawson123,unknown,200,BSCS,N/A,,28,NULL,,Lake Patrick,
1260,ALICIA VELEZ,Robert Johnson123,M,twenty,10th,N/A,,,18,114,,
1261,,Alex Lopez123,,200,,99,90 ,absent,,,NEW ANTHONYVIEW,2022.06.29
ID_1261,DONALD CANNON,Antonio Norton,,15,,,,absent,NULL,26,,
ID_1262,,Bryan Lewis123,M,,10th,-9,,,,142,,17/06/2021
1264,GLORIA JORDAN,unknown,Male,,12th,,,absent,,101,,
,Trevor Rodriguez,Amy Cox,M,200,12th,,,,25,?,,04/02/2023
1266,jonathan tapia,David Parker,,-5,BS-CS,37,90 ,absent,39,,East Patrick,not_a_date
ID_1266,brandi caldwell,Jennifer Wilson123,F,17,11th,,,94,78,?,ANNAMOUTH,2021-05-20
,,unknown,unknown,twenty,12th,31,90 ,absent,,?,,not_a_date
1269,,unknown,F,,10th,,,absent,,?,ASHLEYLAND,1999-09-23
1270,brandon young,Julian Silva123,,,BSCS,73,90 ,,,,,2009-04-04
1271,sara mccoy,unknown,Male,29,11th,112,90 ,absent,29,36,,2021.11.29
1272,Christopher Simmons,,F,twenty,bs-cs,,,absent,NULL,,NEW RUTHSHIRE,"June 03, 2022"
1273,,,,200,,eighty,90 ,,NULL,147,,2006-01-04
1274,  Riley Martinez  ,James Strickland123,,200,,2,,,NULL,,WEST STACEYVIEW,2015-06-29
1275,  Stephanie Welch  ,unknown,,twenty,,,,absent,97,,123City,"August 04, 2022"
1276,SARA GARZA,,,200,11th,eighty,,43,94,22,123City,2021-04-01
1277,  Samantha Rice  ,Antonio Fry,unknown,200,BS-CS,eighty,,,NULL,,Gregorychester,"November 26, 2023"
1278,,Jessica Munoz,M,twenty,bs-cs,eighty,,,NULL,135,,2007-07-28
,,unknown,,twenty,11th,,,86,,112,123City,"December 10, 2024"
ID_1279,,Christopher Watkins,F,,BSCS,41,61,,NULL,?,123City,"May 26, 2022"
1281,mary smith,Jacqueline Price123,,200,12th,,,49,,,,2025.11.19
1282,Olivia Maldonado,Daniel Parker123,,-5,,98,95,,,17,New Scott,
1283,TAYLOR RICHARDSON,Christopher Hoffman,Male,twenty,12th,,,77,NULL,108,Kathybury,
1284,  Gregory Wolfe  ,unknown,Male,-5,,44,90 ,absent,,?,123City,2023.10.13
,Dr. Jeffrey Hill Jr.,,,twenty,BS-CS,N/A,62,-16,92,84,Danielland,"February 21, 2024"
1286,KEITH PIERCE,Brittany Ayers,F,,11th,eighty,,105,90,,123City,19/12/2023
1287,DOUGLAS MASON,,F,200,10th,19,,,,,West Davidville,13/11/2025
ID_1287,James Diaz,unknown,Female,-5,,43,,14,98,125,NICHOLEBURY,
ID_1288,Thomas Olsen,unknown,Female,,,eighty,90 ,,NULL,?,123City,not_a_date
1290,,Crystal Warren123,F,17,,,90 ,-19,NULL,126,,
,christopher singh,,M,-5,bs-cs,N/A,20,93,,?,Boydburgh,1999-08-01
1292,KAREN GREEN,Anne Wallace,M,200,10th,N/A,,absent,,?,West Charlesside,"January 18, 2024"
1293,STEPHANIE RAMIREZ,,,,BS-CS,,18,,90,73,,03/02/2026
,,James Lewis,unknown,28,11th,N/A,,,NULL,?,,2010-10-20
,,Michael Salazar,M,-5,,117,109,absent,NULL,,,"June 19, 2024"
1296,Robert Price,Alejandro Hill DDS,,twenty,11th,79,,,16,,,2025.09.11
1297,,Margaret Valentine123,M,-5,,eighty,123,,,?,WEST DAVIDLAND,04/07/2023
ID_1297,  Meghan Barber  ,Adam Vasquez,unknown,-5,12th,eighty,39,25,NULL,,123City,
1299,jonathan scott,,unknown,200,,,90 ,,,?,123City,
1300,,Robert Mccall,F,200,bs-cs,N/A,41,absent,54,?,,2021.05.17
1301,MICHAEL WILSON,Edward Patel,,twenty,BS-CS,N/A,90 ,,,57,,not_a_date
,thomas taylor,Ebony Obrien123,unknown,200,bs-cs,N/A,,,25,?,,not_a_date
ID_1302,,,,,10th,N/A,90 ,absent,NULL,?,,2023.03.28
1304,,unknown,Female,,bs-cs,,,,83,?,,2006-08-06
,  Devin Serrano  ,unknown,Female,24,11th,N/A,90 ,,,,WEST GREGORY,27/05/2022
1306,Jason Lee,Angela Patel,,twenty,BS-CS,N/A,90 ,,,,123City,02/03/2022
,Tamara Sullivan,Tammy Dixon,,24,bs-cs,21,90 ,-1,NULL,-8,MORALESLAND,
ID_1307,,Ashley Nguyen,M,twenty,BSCS,,90 ,-11,21,,Shawnfurt,2021.03.14
1309,  Tammy Howard  ,unknown,Female,,12th,eighty,90 ,absent,NULL,,123City,25/04/2021
,EDWARD JOHNSON,,Male,16,BSCS,,,,NULL,117,123City,
,,unknown,,twenty,BSCS,57,,56,,,PORT RICKYVILLE,not_a_date
,,unknown,M,,BSCS,5,90 ,,,-6,123City,"July 02, 2024"
1313,Krista Adams,David Green,,200,10th,N/A,,83,NULL,142,NORTH KATHLEEN,2023.07.29
1314,  Yvonne Martin  ,unknown,M,28,,N/A,,absent,NULL,-12,Stephenfort,2024.03.19
,,Sydney White,,-5,,eighty,,absent,35,,Sethmouth,not_a_date
,,Ruth Bartlett123,Female,-5,10th,73,,52,NULL,?,123City,1980-11-19
ID_1316,melissa taylor,,unknown,-5,bs-cs,,,,NULL,?,CHAPMANTON,not_a_date
1318,robert graham,Jill Rosales123,,,,N/A,128,absent,91,-46,,not_a_date
1319,Robert Davis,Ashley Shaw,Female,-5,,eighty,,absent,,,Ashleyshire,30/10/2024
,William White,unknown,M,,11th,-1,90 ,absent,,?,East Alexanderland,
1321,,Jonathan Curtis,unknown,,12th,eighty,90 ,absent,NULL,,,14/07/2021
1322,,Lauren Sutton,F,,12th,25,,absent,,35,,2006-02-21
,  Joseph Trujillo  ,unknown,Male,200,BSCS,N/A,90 ,absent,41,,123City,01/12/2023
,Kenneth Oneill,Lori Hancock123,F,-5,bs-cs,28,90 ,50,18,?,PORT MATTHEW,not_a_date
1325,,unknown,unknown,200,10th,,90 ,absent,NULL,,,1978-06-21
ID_1325,  Anthony Roberts  ,unknown,,15,bs-cs,,,81,73,122,Port Erin,2023.02.23
ID_1326,,Kayla Hill,,-5,,eighty,90 ,-10,,?,,1983-12-01
1328,Kimberly Cantrell,unknown,unknown,-5,11th,,90 ,,,-5,,2016-06-14
1329,Jennifer Clayton,unknown,,twenty,BS-CS,,,absent,NULL,,North Richardside,
1330,,Elizabeth Cooper123,,200,,,,94,20,-47,South Louis,
1331,james rowe,Sabrina Cruz,Female,,11th,,90 ,,74,61,,"October 10, 2022"
ID_1331,MARCUS GARCIA,Willie Underwood,Male,twenty,12th,eighty,90 ,,NULL,?,Karenhaven,1982-09-02
,vanessa sosa,,Male,22,,37,90 ,54,97,66,,1970-04-07
,  Angela Richardson  ,unknown,unknown,,12th,N/A,,,NULL,110,Brianabury,12/11/2023
,JENNIFER FORD,Tamara Barnes,unknown,twenty,10th,eighty,,,,,,1998-01-01
ID_1335,  Jon Morgan  ,Kristen Jones,unknown,-5,bs-cs,106,90 ,absent,NULL,?,Lake Andrewland,"March 07, 2025"
